testcases,benchmarks,sim_IPC,clock cycle (ps),execution time (us)
dynamic8resimult8cachedl2ul240961282lcacheil1il1256642lresialu5resfpmult6resfpalu4,bzip2,1.1877,195,410.457186158
dynamic8resimult8cachedl2ul240961282lcacheil1il1256642lresialu5resfpmult6resfpalu4,hmmer,1.2331,195,395.345065283
dynamic8resimult8cachedl2ul240961282lcacheil1il1256642lresialu5resfpmult6resfpalu4,mcf,2.3941,195,203.62557955
dynamic8resimult8cachedl2ul240961282lcacheil1il1256642lresialu5resfpmult6resfpalu4,sjeng,2.4515,195,198.857842137
dynamic8resimult8cachedl2ul240961282lcacheil1il1256642lresialu5resfpmult6resfpalu4,milc,1.8397,195,264.988856879
dynamic8resimult8cachedl2ul240961282lcacheil1il1256642lresialu5resfpmult6resfpalu4,equake,2.0135,195,242.115718897
dynamic8resimult6cachedl2ul240961282lcacheil1il1256642lresialu4resfpmult4resfpalu6,bzip2,1.1787,195,413.591244591
dynamic8resimult6cachedl2ul240961282lcacheil1il1256642lresialu4resfpmult4resfpalu6,hmmer,1.2308,195,396.083847904
dynamic8resimult6cachedl2ul240961282lcacheil1il1256642lresialu4resfpmult4resfpalu6,mcf,2.5296,195,192.718216319
dynamic8resimult6cachedl2ul240961282lcacheil1il1256642lresialu4resfpmult4resfpalu6,sjeng,2.3655,195,206.087507926
dynamic8resimult6cachedl2ul240961282lcacheil1il1256642lresialu4resfpmult4resfpalu6,milc,1.8397,195,264.988856879
dynamic8resimult6cachedl2ul240961282lcacheil1il1256642lresialu4resfpmult4resfpalu6,equake,2.0252,195,240.716966226
dynamic8resimult6cachedl2ul240961282lcacheil1il1256642lresialu4resfpmult5resfpalu5,bzip2,1.1787,195,413.591244591
dynamic8resimult6cachedl2ul240961282lcacheil1il1256642lresialu4resfpmult5resfpalu5,hmmer,1.2312,195,395.955165692
dynamic8resimult6cachedl2ul240961282lcacheil1il1256642lresialu4resfpmult5resfpalu5,mcf,2.5296,195,192.718216319
dynamic8resimult6cachedl2ul240961282lcacheil1il1256642lresialu4resfpmult5resfpalu5,sjeng,2.3655,195,206.087507926
dynamic8resimult6cachedl2ul240961282lcacheil1il1256642lresialu4resfpmult5resfpalu5,milc,1.8397,195,264.988856879
dynamic8resimult6cachedl2ul240961282lcacheil1il1256642lresialu4resfpmult5resfpalu5,equake,2.0252,195,240.716966226
dynamic8resimult5cachedl2ul240961282lcacheil1il1256642lresialu8resfpmult4resfpalu6,bzip2,1.1865,195,410.872313527
dynamic8resimult5cachedl2ul240961282lcacheil1il1256642lresialu8resfpmult4resfpalu6,hmmer,1.2353,195,394.6409779
dynamic8resimult5cachedl2ul240961282lcacheil1il1256642lresialu8resfpmult4resfpalu6,mcf,2.4865,195,196.058717072
dynamic8resimult5cachedl2ul240961282lcacheil1il1256642lresialu8resfpmult4resfpalu6,sjeng,2.4704,195,197.336463731
dynamic8resimult5cachedl2ul240961282lcacheil1il1256642lresialu8resfpmult4resfpalu6,milc,1.8385,195,265.161816698
dynamic8resimult5cachedl2ul240961282lcacheil1il1256642lresialu8resfpmult4resfpalu6,equake,2.0387,195,239.12297052
dynamic8resimult8cachedl2ul240961282lcacheil1il1256642lresialu5resfpmult6resfpalu7,bzip2,1.1877,195,410.457186158
dynamic8resimult8cachedl2ul240961282lcacheil1il1256642lresialu5resfpmult6resfpalu7,hmmer,1.2330,195,395.377128954
dynamic8resimult8cachedl2ul240961282lcacheil1il1256642lresialu5resfpmult6resfpalu7,mcf,2.3941,195,203.62557955
dynamic8resimult8cachedl2ul240961282lcacheil1il1256642lresialu5resfpmult6resfpalu7,sjeng,2.4515,195,198.857842137
dynamic8resimult8cachedl2ul240961282lcacheil1il1256642lresialu5resfpmult6resfpalu7,milc,1.8397,195,264.988856879
dynamic8resimult8cachedl2ul240961282lcacheil1il1256642lresialu5resfpmult6resfpalu7,equake,2.0135,195,242.115718897
dynamic8resimult7cachedl2ul240961282lcacheil1il1256642lresialu5resfpmult8resfpalu5,bzip2,1.1877,195,410.457186158
dynamic8resimult7cachedl2ul240961282lcacheil1il1256642lresialu5resfpmult8resfpalu5,hmmer,1.2332,195,395.313006812
dynamic8resimult7cachedl2ul240961282lcacheil1il1256642lresialu5resfpmult8resfpalu5,mcf,2.3941,195,203.62557955
dynamic8resimult7cachedl2ul240961282lcacheil1il1256642lresialu5resfpmult8resfpalu5,sjeng,2.4515,195,198.857842137
dynamic8resimult7cachedl2ul240961282lcacheil1il1256642lresialu5resfpmult8resfpalu5,milc,1.8397,195,264.988856879
dynamic8resimult7cachedl2ul240961282lcacheil1il1256642lresialu5resfpmult8resfpalu5,equake,2.0135,195,242.115718897
dynamic8resimult5cachedl2ul240961282lcacheil1il1256642lresialu6resfpmult4resfpalu4,bzip2,1.1864,195,410.906945381
dynamic8resimult5cachedl2ul240961282lcacheil1il1256642lresialu6resfpmult4resfpalu4,hmmer,1.2341,195,395.024714367
dynamic8resimult5cachedl2ul240961282lcacheil1il1256642lresialu6resfpmult4resfpalu4,mcf,2.4867,195,196.042948486
dynamic8resimult5cachedl2ul240961282lcacheil1il1256642lresialu6resfpmult4resfpalu4,sjeng,2.4722,195,197.192783755
dynamic8resimult5cachedl2ul240961282lcacheil1il1256642lresialu6resfpmult4resfpalu4,milc,1.8377,195,265.277248735
dynamic8resimult5cachedl2ul240961282lcacheil1il1256642lresialu6resfpmult4resfpalu4,equake,2.0545,195,237.284010708
dynamic8resimult4cachedl2ul240961282lcacheil1il1256642lresialu4resfpmult8resfpalu5,bzip2,1.1787,195,413.591244591
dynamic8resimult4cachedl2ul240961282lcacheil1il1256642lresialu4resfpmult8resfpalu5,hmmer,1.2305,195,396.180414466
dynamic8resimult4cachedl2ul240961282lcacheil1il1256642lresialu4resfpmult8resfpalu5,mcf,2.5296,195,192.718216319
dynamic8resimult4cachedl2ul240961282lcacheil1il1256642lresialu4resfpmult8resfpalu5,sjeng,2.3655,195,206.087507926
dynamic8resimult4cachedl2ul240961282lcacheil1il1256642lresialu4resfpmult8resfpalu5,milc,1.8390,195,265.089722675
dynamic8resimult4cachedl2ul240961282lcacheil1il1256642lresialu4resfpmult8resfpalu5,equake,2.0252,195,240.716966226
dynamic8resimult8cachedl2ul240961282lcacheil1il1256642lresialu6resfpmult4resfpalu5,bzip2,1.1864,195,410.906945381
