testcases,benchmarks,sim_IPC,clock cycle (ps),execution time (us)
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul220481282lcacheil1il1256321lbpredcomb,bzip2,0.3350,100,746.268656716
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul220481282lcacheil1il1256321lbpredcomb,hmmer,0.7125,100,350.877192982
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul220481282lcacheil1il1256321lbpredcomb,mcf,0.5373,100,465.289410013
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul220481282lcacheil1il1256321lbpredcomb,sjeng,0.6035,100,414.250207125
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul220481282lcacheil1il1256321lbpredcomb,milc,0.5179,100,482.718671558
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul220481282lcacheil1il1256321lbpredcomb,equake,0.5060,100,494.071146245
static1bpredras8fetchifqsize8fetchspeed2cachedl2ul220481282lcacheil1il11024641lbpredcomb,bzip2,0.3729,100,670.421024403
static1bpredras8fetchifqsize8fetchspeed2cachedl2ul220481282lcacheil1il11024641lbpredcomb,hmmer,0.5991,100,417.292605575
static1bpredras8fetchifqsize8fetchspeed2cachedl2ul220481282lcacheil1il11024641lbpredcomb,mcf,0.5562,100,449.478604818
static1bpredras8fetchifqsize8fetchspeed2cachedl2ul220481282lcacheil1il11024641lbpredcomb,sjeng,0.4891,100,511.142915559
static1bpredras8fetchifqsize8fetchspeed2cachedl2ul220481282lcacheil1il11024641lbpredcomb,milc,0.5045,100,495.540138751
static1bpredras8fetchifqsize8fetchspeed2cachedl2ul220481282lcacheil1il11024641lbpredcomb,equake,0.5003,100,499.700179892
static4bpredras8fetchifqsize8fetchspeed2cachedl2ul220481284lcacheil1il1256641lbpredcomb,bzip2,0.3906,145,928.059395801
static4bpredras8fetchifqsize8fetchspeed2cachedl2ul220481284lcacheil1il1256641lbpredcomb,hmmer,0.7198,145,503.612114476
static4bpredras8fetchifqsize8fetchspeed2cachedl2ul220481284lcacheil1il1256641lbpredcomb,mcf,0.5781,145,627.054142882
static4bpredras8fetchifqsize8fetchspeed2cachedl2ul220481284lcacheil1il1256641lbpredcomb,sjeng,0.5897,145,614.719348821
static4bpredras8fetchifqsize8fetchspeed2cachedl2ul220481284lcacheil1il1256641lbpredcomb,milc,0.5204,145,696.579554189
static4bpredras8fetchifqsize8fetchspeed2cachedl2ul220481284lcacheil1il1256641lbpredcomb,equake,0.5954,145,608.834397044
static2bpredras8fetchifqsize8fetchspeed2cachedl2ul240961282lcacheil1il11024641lbpredcomb,bzip2,0.3669,115,783.592259471
static2bpredras8fetchifqsize8fetchspeed2cachedl2ul240961282lcacheil1il11024641lbpredcomb,hmmer,0.5990,115,479.966611018
static2bpredras8fetchifqsize8fetchspeed2cachedl2ul240961282lcacheil1il11024641lbpredcomb,mcf,0.5601,115,513.301196215
static2bpredras8fetchifqsize8fetchspeed2cachedl2ul240961282lcacheil1il11024641lbpredcomb,sjeng,0.5072,115,566.837539432
static2bpredras8fetchifqsize8fetchspeed2cachedl2ul240961282lcacheil1il11024641lbpredcomb,milc,0.5104,115,563.28369906
static2bpredras8fetchifqsize8fetchspeed2cachedl2ul240961282lcacheil1il11024641lbpredcomb,equake,0.5115,115,562.072336266
static1bpredras8fetchifqsize8fetchspeed2cachedl2ul220481282lcacheil1il1256641lbpredcomb,bzip2,0.4084,100,612.144955926
static1bpredras8fetchifqsize8fetchspeed2cachedl2ul220481282lcacheil1il1256641lbpredcomb,hmmer,0.7225,100,346.020761246
static1bpredras8fetchifqsize8fetchspeed2cachedl2ul220481282lcacheil1il1256641lbpredcomb,mcf,0.5901,100,423.657007287
static1bpredras8fetchifqsize8fetchspeed2cachedl2ul220481282lcacheil1il1256641lbpredcomb,sjeng,0.5683,100,439.908499032
static1bpredras8fetchifqsize8fetchspeed2cachedl2ul220481282lcacheil1il1256641lbpredcomb,milc,0.5158,100,484.683986041
static1bpredras8fetchifqsize8fetchspeed2cachedl2ul220481282lcacheil1il1256641lbpredcomb,equake,0.5922,100,422.154677474
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul24096644lcacheil1il11024322lbpredcomb,bzip2,0.4052,145,894.61994077
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul24096644lcacheil1il11024322lbpredcomb,hmmer,0.5477,145,661.85868176
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul24096644lcacheil1il11024322lbpredcomb,mcf,0.5303,145,683.575334716
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul24096644lcacheil1il11024322lbpredcomb,sjeng,0.4632,145,782.599309154
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul24096644lcacheil1il11024322lbpredcomb,milc,0.5127,145,707.041154671
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul24096644lcacheil1il11024322lbpredcomb,equake,0.4646,145,780.241067585
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul24096642lcacheil1il1512322lbpredcomb,bzip2,0.3977,145,911.491073674
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul24096642lcacheil1il1512322lbpredcomb,hmmer,0.5963,145,607.915478786
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul24096642lcacheil1il1512322lbpredcomb,mcf,0.5549,145,653.270859614
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul24096642lcacheil1il1512322lbpredcomb,sjeng,0.4768,145,760.276845638
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul24096642lcacheil1il1512322lbpredcomb,milc,0.5162,145,702.247191011
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul24096642lcacheil1il1512322lbpredcomb,equake,0.5030,145,720.675944334
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul24096644lcacheil1il12048321lbpredcomb,bzip2,0.3329,100,750.97626915
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul24096644lcacheil1il12048321lbpredcomb,hmmer,0.5953,100,419.956324542
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul24096644lcacheil1il12048321lbpredcomb,mcf,0.5503,100,454.297655824
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul24096644lcacheil1il12048321lbpredcomb,sjeng,0.4993,100,500.700981374
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul24096644lcacheil1il12048321lbpredcomb,milc,0.5176,100,482.998454405
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul24096644lcacheil1il12048321lbpredcomb,equake,0.4911,100,509.061290979
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul24096644lcacheil1il1256321lbpredcomb,bzip2,0.3320,145,1091.86746988
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul24096644lcacheil1il1256321lbpredcomb,hmmer,0.6960,145,520.833333333
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul24096644lcacheil1il1256321lbpredcomb,mcf,0.5014,145,722.975668129
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul24096644lcacheil1il1256321lbpredcomb,sjeng,0.6231,145,581.768576472
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul24096644lcacheil1il1256321lbpredcomb,milc,0.5322,145,681.134911687
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul24096644lcacheil1il1256321lbpredcomb,equake,0.4570,145,793.216630197
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul28192642lcacheil1il11024322lbpredcomb,bzip2,0.4065,115,707.257072571
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul28192642lcacheil1il11024322lbpredcomb,hmmer,0.5478,115,524.826579043
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul28192642lcacheil1il11024322lbpredcomb,mcf,0.5301,115,542.350499906
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul28192642lcacheil1il11024322lbpredcomb,sjeng,0.4647,115,618.678717452
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul28192642lcacheil1il11024322lbpredcomb,milc,0.5128,115,560.647425897
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul28192642lcacheil1il11024322lbpredcomb,equake,0.4644,115,619.078380706
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul28192642lcacheil1il11024321lbpredcomb,bzip2,0.3542,145,1023.43308865
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul28192642lcacheil1il11024321lbpredcomb,hmmer,0.6516,145,556.322897483
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul28192642lcacheil1il11024321lbpredcomb,mcf,0.5660,145,640.459363958
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul28192642lcacheil1il11024321lbpredcomb,sjeng,0.5443,145,665.993018556
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul28192642lcacheil1il11024321lbpredcomb,milc,0.5231,145,692.984133053
static4bpredras8fetchifqsize4fetchspeed2cachedl2ul28192642lcacheil1il11024321lbpredcomb,equake,0.5369,145,675.172285342
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul24096642lcacheil1il1512322lbpredcomb,bzip2,0.3977,115,722.906713603
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul24096642lcacheil1il1512322lbpredcomb,hmmer,0.5962,115,482.220731298
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul24096642lcacheil1il1512322lbpredcomb,mcf,0.5545,115,518.485121731
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul24096642lcacheil1il1512322lbpredcomb,sjeng,0.4768,115,602.978187919
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul24096642lcacheil1il1512322lbpredcomb,milc,0.5162,115,556.954668733
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul24096642lcacheil1il1512322lbpredcomb,equake,0.5027,115,571.911676944
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul28192642lcacheil1il12048321lbpredcomb,bzip2,0.3401,115,845.339605998
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul28192642lcacheil1il12048321lbpredcomb,hmmer,0.5955,115,482.787573468
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul28192642lcacheil1il12048321lbpredcomb,mcf,0.5543,115,518.67219917
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul28192642lcacheil1il12048321lbpredcomb,sjeng,0.5014,115,573.394495413
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul28192642lcacheil1il12048321lbpredcomb,milc,0.5188,115,554.163454125
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul28192642lcacheil1il12048321lbpredcomb,equake,0.5027,115,571.911676944
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul220481282lcacheil1il11024322lbpredcomb,bzip2,0.4094,100,610.649731314
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul220481282lcacheil1il11024322lbpredcomb,hmmer,0.5504,100,454.215116279
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul220481282lcacheil1il11024322lbpredcomb,mcf,0.5309,100,470.898474289
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul220481282lcacheil1il11024322lbpredcomb,sjeng,0.4506,100,554.815801154
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul220481282lcacheil1il11024322lbpredcomb,milc,0.4987,100,501.303388811
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul220481282lcacheil1il11024322lbpredcomb,equake,0.4607,100,542.652485348
static2bpredras8fetchifqsize8fetchspeed2cachedl2ul240961282lcacheil1il1512642lbpredcomb,bzip2,0.4376,115,656.992687386
static2bpredras8fetchifqsize8fetchspeed2cachedl2ul240961282lcacheil1il1512642lbpredcomb,hmmer,0.5506,115,522.157646204
static2bpredras8fetchifqsize8fetchspeed2cachedl2ul240961282lcacheil1il1512642lbpredcomb,mcf,0.5351,115,537.282750888
static2bpredras8fetchifqsize8fetchspeed2cachedl2ul240961282lcacheil1il1512642lbpredcomb,sjeng,0.4690,115,613.006396588
static2bpredras8fetchifqsize8fetchspeed2cachedl2ul240961282lcacheil1il1512642lbpredcomb,milc,0.5045,115,569.871159564
static2bpredras8fetchifqsize8fetchspeed2cachedl2ul240961282lcacheil1il1512642lbpredcomb,equake,0.4706,115,610.922226944
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul220481282lcacheil1il1512321lbpredcomb,bzip2,0.4112,115,699.173151751
