benchmarks,dynamic2ruusize16lsqsize2,dynamic2ruusize16lsqsize4,dynamic2ruusize16lsqsize8,dynamic2ruusize4lsqsize2,dynamic2ruusize4lsqsize4,dynamic2ruusize4lsqsize8,dynamic2ruusize8lsqsize2,dynamic2ruusize8lsqsize4,dynamic2ruusize8lsqsize8,dynamic4ruusize16lsqsize16,dynamic4ruusize16lsqsize2,dynamic4ruusize16lsqsize4,dynamic4ruusize16lsqsize8,dynamic4ruusize32lsqsize16,dynamic4ruusize32lsqsize2,dynamic4ruusize32lsqsize4,dynamic4ruusize32lsqsize8,dynamic4ruusize4lsqsize16,dynamic4ruusize4lsqsize2,dynamic4ruusize4lsqsize4,dynamic4ruusize4lsqsize8,dynamic4ruusize8lsqsize16,dynamic4ruusize8lsqsize2,dynamic4ruusize8lsqsize4,dynamic4ruusize8lsqsize8,dynamic8ruusize16lsqsize16,dynamic8ruusize16lsqsize2,dynamic8ruusize16lsqsize32,dynamic8ruusize16lsqsize4,dynamic8ruusize16lsqsize8,dynamic8ruusize32lsqsize16,dynamic8ruusize32lsqsize2,dynamic8ruusize32lsqsize32,dynamic8ruusize32lsqsize4,dynamic8ruusize32lsqsize8,dynamic8ruusize4lsqsize16,dynamic8ruusize4lsqsize2,dynamic8ruusize4lsqsize32,dynamic8ruusize4lsqsize4,dynamic8ruusize4lsqsize8,dynamic8ruusize64lsqsize16,dynamic8ruusize64lsqsize2,dynamic8ruusize64lsqsize32,dynamic8ruusize64lsqsize4,dynamic8ruusize64lsqsize8,dynamic8ruusize8lsqsize16,dynamic8ruusize8lsqsize2,dynamic8ruusize8lsqsize32,dynamic8ruusize8lsqsize4,dynamic8ruusize8lsqsize8
integer,0.85387493454,0.912536622169,0.983369503279,0.850554273701,0.897658300925,0.897616122689,0.85383420109,0.909150877987,0.967124279047,0.849256981479,0.666962473243,0.71308235254,0.768527783422,0.917197465716,0.667153424966,0.712619486146,0.773891918279,0.701394374978,0.664368677889,0.701460236698,0.701394374978,0.755559288607,0.667121611064,0.710305835581,0.755559288607,0.696858191798,0.547381834718,0.696954017188,0.585066242685,0.630557944657,0.752305618358,0.547434038413,0.807579115538,0.584794333194,0.634929955426,0.575449021292,0.545175065592,0.575421987772,0.575421987772,0.575394950441,0.7641891528,0.547407938433,0.853308863968,0.584794333194,0.635020550717,0.619718035807,0.547251260096,0.61980358299,0.582841945184,0.619775071198
floating point,0.874504002191,0.969260044756,0.984669509586,0.8610190961,0.941028402348,0.941028402348,0.872279104692,0.963071363522,0.966251463175,0.773975728363,0.68320625171,0.757234409966,0.769403694264,0.7833297795,0.683605940685,0.757950902193,0.77090787997,0.735308272172,0.672671168828,0.735308272172,0.735308272172,0.755276885598,0.681468050541,0.75292236557,0.755276885598,0.635057007889,0.560579488583,0.635057007889,0.621320541512,0.631305595294,0.642785587541,0.560907438511,0.645293247831,0.621908432569,0.63253979895,0.603329864347,0.551935318014,0.603329864347,0.603329864347,0.603329864347,0.648243609722,0.560907438511,0.65448290243,0.621908432569,0.632646963676,0.61971436767,0.559153272239,0.61971436767,0.6177824538,0.61971436767
